index,input,acp
334,"On the associated office visit page, the patient can see the current status of the lab procedure, the HCP name, and the timestamp.",1
335,"He or she can report the height, weight, possibly and possibly pedometer readings  for the patient.",1
336,The administrator may choose to upload a file containing LOINC code information .,1
337,The administrator has authenticated himself or herself in the iTrust Medical Records system (UC2).,1
338,"He or she can report his or her daily height (in the format of digits XXXX with the units of feet), daily weight (in the format of digits X with units of lbs), possibly and possibly pedometer readings (in the format of up to 10 digits of integer with units of footsteps) .",1
339,Demographic information is entered possibly and possibly edited .,1
340,An HCP chooses to refer a patient to another receiving HCP through the referral feature on a patient's office visit page (UC11).,1
341,"Upon recording the results of the lab procedure, the status is updated to pending.",1
342,"A user (a patient, patient representative, or LHCP) can sort messages in his or her message inbox by either the sender's last name or timestamp (but not both) in either ascending or descending order (where timestamps in descending order would have the most recent first).",1
343,The administrator has chosen the same drug from both lists.,1
344,"The HCP chooses Potential Prescription-Renewals and is presented with a list of patients  that satisfy all of the three conditions: (1) patients for whom the HCP is a DLHCP, (2) special-diagnosis-history patients , (3) patients whose prescriptions will expire within 7 days (including the 7th day) from the current date.",1
345,A sending HCP views a list of previously sent patient referrals.,1
346,The patient is also provided with the option to send a message to the receiving HCP to request that an appointment be scheduled.,1
347,An LHCP has authenticated him or herself in the iTrust Medical Records system (UC3).,1
348,The patient can select a diagnosis and will be presented with the LHCPs in the patient's living area (based upon the first three numbers of their zip code) who have handled this diagnosis in the last three years.,1
349,The administrator types an invalid hospital name and is prompted to try again.,1
350,A patient has authenticated him or herself in the iTrust Medical Records system (UC2).,1
351,An LHCP views the number of submitted weight or pedometer data monitoring reports of his or her patients for the current date.,1
352,An LHCP chooses to view the physiologic data monitoring details.,1
353,The LHCP can download an XML-formatted document containing the results of the group report.,1
354,An LHCP has authenticated him or herself in the iTrust Medical Records system (UC2).,1
355,The iTrust HCP has authenticated himself or herself in the iTrust Medical Records system (UC3).,1
356,An email notification is sent .,1
357,"If the requested appointment time does not conflict with any existing appointment for the LHCP, the request is saved.",1
358,The HCP selects a different Lab Technician.,1
359,Patient specific instructions are listed for a patient.,1
360,"If the lab procedure status is marked as completed, the patient can see the results and the HCP-provided comments.",1
361,"Each appointment request is listed as being pending, approved, or rejected.",1
362,The information is view or editied .,1
363,The iTrust user (patient or PHA) has been authenticated in the iTrust Medical Records system (UC3).,1
364,"An LHCP views a list of his or her upcoming appointments for the current date (sorted by time, soonest upcoming first), with each appointment displayed in the format 'HH:MM AM or PM - AppointmentType'.",1
365,An LHCP views a list of pending appointment requests.,1
366,The data in the database is analyzed according to the risk factors for the disease to determine if the patient exhibits one or more risk factors.,1
367,Designated Licensed Health Care Professional (DLHCP): A licensed health care professional that is allowed by a particular patient to view all approved medical records.,1
368,"The patient or personal health representative can see patient personal health information (including historical values), immunizations, and office visit information (date, diagnoses, medication, name of attending physician but not notes, laboratory procedures) for (a) their own records and (b) the records for whom the user is a personal representative.",1
369,An HCP can view a previously created lab procedure for a given office visit .,1
370,A Lab Technician can update the status of a lab procedure to received.,1
371, The privacy policy should follow the template provided here.,1
372,"The iTrust user (LHCP, UAP, or patient) has been authenticated in the iTrust Medical Records system (UC3).",1
373,The implementation shall adhere to the Java Coding Standards.,1
374,"Privacy laws require, however, that a person should have full access to any information stored about them (unless the well-being of a third party would be jeopardised by revealing the information).",1
375,"After the user modifies the criteria, the user chooses to click the Cancel button to cancel the modifications of the filter (i.e., repopulate the user interface with the values of the filtering criteria from the previously saved filter),",1
376,"After the user modifies the criteria, the user chooses to click the Test Search button to search (i.e., displaying the message inbox  including only the messages satisfying the specified filtering criteria),",1
377,"After the user modifies the criteria, the user chooses to click the Save button to save the modified filter.",1
378,This project involves the development of an application through which doctors can obtain and share essential patient information and,1
379,doctors can view aggregate patient data.,1
380,"The final product is a site where health care workers can access important patient information,",1
381,"the non-emergency access can be controlled,",1
382,and all access would be tracked.,1
383,"A deactivated patient can not modified or log into the system,",2
384,A deactivated patient can only be reactivated by the administrator.,1
385,An HCP can add commentary to a pending lab procedure,1
386,An HCP can update the lab procedure status to completed .,1
387,A LHCP or PHA chooses to examine recent trends in diagnoses,1
388,A LHCP or PHA chooses to determine if an ailment is reaching epidemic proportions in a given area.,1
389,"The patient or representative chooses one of these DLHCP and types the subject (up to 100 characters) and text of a message (up to 1000 characters),",1
390,The patient or representative clicks the send button.,1
391,A LHCP or ER chooses to view an emergency report,1
392,A LHCP or ER provides an MID .,1
393,The LHCP or ER enters a MID,1
394,The LHCP or ER confirms the input .,1
395,"The LHCP enters the text of the response message (up to 1000 characters) he or she wishes to send,",1
396,then The LHCP clicks the send button.,1
397,The administrator can select a particular pair of drugs,1
398,The administrator can delete the interaction between the two drugs.,1
399,"The system shall enable the administrator to add a new entry for a reason ,",1
400,The system shall enable the administrator to modify the reason name in an existing entry .,1
401,"The HCP may send the referral, cancel the referral , or edit the referral .",1
402,"If the security question or answer has been set (it is not null) , present security question.",1
403,"If the security question or answer has been set (it is not null) , obtain answer .",1
404,The LHCP may choose to override this warning,1
405,The LHCP may choose to confirm the date and time,1
406,The LHCP may cancel and return to referring page.,1
407,The patient is then able to write a textual description which describes the symptoms of the adverse event and to save the information.,1
408,The HCP saves the new lab procedure,1
409,"The HCP cancels the lab procedure creation , .",1
410,The HCP enters a MID or a patient  or name of a patient,1
411,The HCP confirms their selection .,1
412,A user enters their MID and their password to gain role-based entry into the iTrust Medical Records system,1
413,A user requests that their password be changed .,1
414,The patient selects one of these appointments,1
415,and the request is saved.,1
416,HCPs can return to an office visit,1
417,HCPs can modify or delete the fields of the office visit .,1
418,"If a patient or personal health representative has not taken an office visit satisfaction survey for an office visit yet, the patient may choose to take the survey for an office visit",1
419,"(if the survey has already been taken, the patient or personal health representative will not have the ability to take the survey )",2
420,"(if the survey has already been taken, the patient or personal health representative will not have the ability to view their previously submitted survey)",2
421,"An unlicensed personnel can enter and edit demographic information, diagnosis, office visit notes and other medical information,",1
422,An unlicensed personnel can view records.,1
423,An HCP is able to create a patient,1
424,An HCP is disable a selected patient .,1
425,He or she can select a patient,1
426,then He or she can enter data.,1
427,"The LHCP opens the message to which he or she wishes to reply ,",1
428,The LHCP clicks the reply link above the message text.,1
429,The health care personnel enters a MID  of a patient,1
430,The health care personnel confirms their selection .,1
431,The LHCP enters a patient medical identification number (MID),1
432,The LHCP confirms his or her input .,1
433,"The administrator shall be allowed to assign a LT to a single hospital,",1
434,and the administrator can choose among only the hospitals provided in the hospital list pull down menu.,1
435,The HCP is presented with a confirmation containing the name of the patient,1
436,The HCP determines if it is the patient they intend to deactivate .,1
437,The user can choose a malaria diagnosis,1
438,"The user can type in the desired zip code and a week (which may be selected by start and end date, start date only, calendar control, dropdown, or any other suitable means) within the last year .",1
439,"The patients are created,",1
440,"the tables are populated,",1
441,and the MIDS and temporary passwords are displayed to the HCP in a table.,1
442,The user can choose a influenza diagnosis,1
443,"The user can type in the desired zip code  and a week (which may be selected by start and end date, start date only, calendar control, dropdown, or any other suitable means) within the last year .",1
444,"The administrator shall be allowed to assign a LHCP to multiple hospitals,",1
445,the administrator can choose among only the hospitals provided in the hospital list pull down menu.,1
446,"The LHCP enters the patient MID ,",1
447,"The LHCP selects the type of appointment from a pull-down menu of the existing appointment types,",1
448,"The LHCP enter the appointment date and start time (only a date or time equal or after the current date or time is allowed) (the user interface shall provide both the option of typing in a specific date in the date format and the option of selecting a date from a calendar for the current month),",1
449,The LHCP enter comment (optional) up to 1000 characters such as reason for the appointment .,1
450,The HCP enters a MID  or name of a patient,1
451,The HCP confirms their selection .,1
452,"A patient wants to renew the patient's expired prescriptions (i.e., prescriptions' end dates are earlier than the current date)",1
453,A patient wants to find the LHCPs who earlier wrote the patient's expired prescriptions (it is assumed that the doctors who wrote prescriptions are all LHCPs so no LHCP checks on the prescription-writing doctors are needed).,1
454,Note that the administrator is not allowed through the system interface to delete an existing entry,2
455,Note that the administrator is not allowed through the system interface to modify the reason ID number in an existing entry.,2
456,"An HCP chooses to add  or edit  patient specific instructions,",1
457,An HCP chooses to document an office visit,1
458,An HCP chooses to modify an already documented office visit.,1
459,"The sending HCP then chooses to save the edits, cancel the edits,",1
460,The sending HCP then chooses to re-enter the data .,1
461,"The input data, a timestamp, and the fact that the status was reported by patient representative",1
462,patient representative MID are saved.,1
463,"The system shall enable the administrator to (1) add a new entry for an appointment type, including its type name with up to 30 alpha characters and duration in the unit of minutes ,",1
464,The system shall enable the administrator to modify the duration in an existing entry .,1
465,"The input data, a timestamp, and the fact that the status was reported by case manager",1
466,manager MID are saved.,1
467,"When viewing the calendar, the user selects an appointment from the list to read comment by clicking the 'Read Comments' link beside the row for the appointment,",1
468,the comment for the appointment shall be displayed in a new page .,1
469,"The LHCP types the subject (up to 100 characters) and the text of a message (up to 1000 characters),",1
470,The LHCP clicks the send button.,1
471,"The patient selects the type of appointment from a pull-down menu of the existing appointment types,",1
472,The patient enter the appointment date and start time (only a date or time equal or after the current date or time is allowed).,1
473,HCPs can return to an office visit,1
474,HCPs can modify any patient specific instruction information,1
475,HCPs can delete one or more patient specific instructions .,1
476,Upon notice of allergies possibly and possibly interactions the HCP must either choose to proceed with the prescription,1
477,Upon notice of allergies possibly and possibly interactions the HCP must cancel the prescription,1
478,Upon notice of allergies possibly and possibly interactions the HCP must remain on the office visit page.,1
479,The user can choose any diagnosis code  and,1
480,The user can type in the desired patient zip code  and a start and end date .,1
481,"The patient or representative opens the message to which he or she wishes to reply ,",1
482,The patient or representative clicks the reply link above the message text.,1
483,Note that the administrator is not allowed through the system interface to delete an existing entry.,2
484,Note that the administrator is not allowed through the system interface modify the hospital ID number in an existing entry.,2
485,Patient MID should be the number assigned when the patient is added to the system,1
486,Patient MID cannot be edited.,2
487,Note that the administrator is not allowed through the system interface to delete an existing entry,2
488,Note that the administrator is not allowed through the system interface to modify the appointment type name in an existing entry.,2
489,"The patient or representative enters the text of the response message (up to 1000 characters) he or she wishes to send,",1
490,The patient or representative clicks the send button.,1
491,An LHCP or patient or representative can modify and save his or her message displaying filter,1
492,An LHCP or patient or representative can view his or her message inbox  including only the messages satisfying the specified filtering criteria in the saved filter.,1
493,HCP must enter the MID of a patient,1
494,HCP must enter or edit demographic information according to data format 6.1.,1
495,The system shall enable the administrator to add a new entry for a hospital,1
496,The system shall enable the administrator to modify the hospital name in an existing entry.,1
497,The input data and a timestamp and the fact that the status was reported by patient representative,1
498,patient representative MID are saved.,1
499,"HCP must not enter or edit the patient's security question or password according to data format 6.1.,2500,The receiving HCP chosen is not the desired HCP".,0
501,The LHCP is presented with a listing of all his or her patients to view weight or pedometer data reported during the current date.,0
502,"If there are no patients satisfying the three conditions, an empty list is presented.",0
503,Patient specific instructions for an office visit are listed.,0
504,"NHCS Classification of Diseases, Functioning and Disability.",0
505,Inspired by Office of the National Coordinator for Health Information Technology (ONC) Quality Detailed Use Case. . .,0
506,"Emergency Responder (ER): Police, Fire, Emergency Medical Technicians (EMTs), and other medically trained emergency responders who provide care while at, or in transport from, the site of an emergency.",0
507,the office visit date should link to the patient's view of the office visit (UC9).,0
508,An alive patient under the age of 19 who has not had proper immunizations per the immunization schedule.,0
509,"When answer to the security question is typed in, the answer should not appear on the screen (similar to how a password normally appears) and the answer should be confirmed (by the patient or personal health representative) before it is saved.",0
510,The selected Lab Technician is not the intended Lab Technician.,0
511,A patient is a registered user of the iTrust Medical Records system (UC1).,0
512,The LHCP is then provided counts for the specified time period as well as a bar chart.,0
513,"The Patient is presented with a list of physical services, populated by the LOINC codes (UC15) currently stored in iTrust.",0
514,The create or disable patients and HCP transaction is logged (UC5).,0
515,The MID is a unique number assigned to all roles.,0
516,"The appointment details display the appointment type, appointment date and start time, duration, the name of the patient, and appointment comments .",0
517,All new code shall be documented using the Java documentation system.,0
518,Inspired by Office of the National Coordinator for Health Information Technology (ONC) Patient - Provider Secure Messaging Use Case.,0
519,Note that the sorted order is not saved for later viewing after the message inbox or outbox is reopened again (where the default sorting is always used).,0
520,Use cases UC1 and UC2 have been completed and a user has been created.,0
521,"(For example, a mother could choose herself and any one of her children.)",0
522,The LHCP is presented with a listing of all his or her patients to view physiologic data reported during the current date.,0
523,Licensed Health Care Professional (LHCP): A licensed health care professional that is allowed by a particular patient to view all approved medical records.,0
524,A set of reasons for ignoring a reaction warning and prescribing a medication anyways.,0
525,Ensure that authentication is reset after a period of inactivity that exceeds ten minutes.,0
526,"The system prompts the patient or HCP to correct the format of a required data field because the input of that data field does not match that specified in data format 6.1 or data format 6.2, as appropriate.",0
527,An LHCP or Public Health Agent (or PHA) is a registered user of the iTrust Medical Records system (UC2).,0
528,"The list is a static list with no link on the patient's name, phone number, or contact email address).",0
529,Miscellaneous transaction codes 1-99 are presented in 5.5 below.,0
530,"When a chronic special-diagnosis-history patient satisfies all three conditions and has multiple prescriptions satisfying the third condition, the patient is listed in the list only once.",0
531,"The instructions can contain numbers, characters, space and carriage return.",0
532,Currently available risk factors for chronic diseases are defined for Diabetes (Type 1 and Type2) and Heart Disease.,0
533,"The list is sorted based on the ascending alphabetical order of the patients' last names, and then first names.",0
534,"The patient, receiving HCP, referral notes, possibly and possibly referral priority are invalid, and the HCP is prompted to enter this information again.",0
535,The system shall be implemented as a Java Server Page web application.,0
536,A Patient is a registered user of the iTrust Medical Records system (UC1).,0
537,Display the ICD-9CM code and the name of the diagnoses.,0
538,An event requiring an email alert has occurred.,0
539,Remove MID from being displayed on all pages and URLs.,0
540,There are no chosen measurements recorded within a quarter.,0
541,Implementation must not violate HIPAA guidelines.,0
542,"Note to students: the iTrust system does NOT currently support actual email sending, only a fake email sending facility.",0
543,His or her appointments shall be displayed on the calendar .,0
544,Electronic sessions must terminate after ten minutes of inactivity.,0
545,The values from range 1-99 are logging events which do not exist in any use case.,0
546,"In general, a patient does not know this non-designated health care professional, such as an emergency room doctor, and the set of approved records may be smaller than that granted to a designated licensed health care professional.",0
547,"Poliovirus (90712) four doses: at age 6 weeks, at age 4 months, at age 6 months, 4 years; catch up schedule: at least 4 weeks between dose 1 and dose 2, at least 4 weeks between dose 2 and dose 3, at least 4 weeks between doses 3 and 4, dose 4 is not required if dose 3 was administered at the age of 4 or older.",0
548,UC1 has completed and a patient has been created.,0
549,3.2.10 UC10 Enter or edit personal health records Use Case.,0
550,"Patient: When an American infant is born or a foreigner requests medical care, each is assigned a medical identification number and password.",0
551,"The notification center displays, 'You haven't entered remote monitoring information for today yet' if the patient is being monitored for telemedicine but the patient or personal health representative hasn't entered remote monitoring information for the current date yet.",0
552,The hospital ID numbers for a LT are stored in the Medical Care Personnel Affiliation database (data format 6.11).,0
553,3.2.13 UC13 Declare or undeclare Personal Representative Use Case.,0
554,Lab Technician (LT): A clinical worker that runs diagnostic tests on samples gathered from patients during office visits.,0
555,An email informing the user of the password change is sent to the user including the MID but not the password.,0
556,There are ten roles in the iTrust Medical Records system.,0
557,"All events are logged (UC5, S8).",0
558,The LHCP is provided with a bar chart of diagnosis counts during the specified time period as well as a yes or no answer on whether an epidemic is occurring during any consecutive two weeks during the time period.,0
559,The appointments are listed in the format 'MM/DD/YYYY - AppointmentType'.,0
560,He or she is notified of an error and is prompted to try again.,0
561,Sort by most recent first.,0
562,Individual audit codes related to specific use cases are presented within each Use Case description.,0
563,3.2.21 UC21 View emergency electronic health record Use Case.,0
564,"An alive patient over 50 years old who has not had a flu shot (CPT codes 90656, 90658, 90660) during the months Sept - Dec of the last calendar year (or during the months Sept - Dec of the current calendar year if the retrieval time is between Sept - Dec).",0
565,The row for each conflicting appointment is highlighted in bold (a conflicting appointment is one that has overlap in its appointment duration period with that of at least another appointment of the same user).,0
566,"Upon entering a comment, the lab procedure status is updated to completed.",0
567,"If a patient has no declared LHCP, You have no declared LHCP is displayed.",0
568,"Varicella (90396) two doses: at age 12 months, at age 4 years; catch up schedule: at least 3 months between dose 1 and dose 2.",0
569,Of particular interest to the software tester is the operational profile information which informs him or her of the frequency of use of the features of the system.,0
570,Display the National Drug Code and the name of the prescription.,0
571,Any LHCP can be a DLHCP to some patients (with whom he or she has an established relationship) and an LHCP to others (whom he or she has never or rarely seen before).,0
572,An LHCP or patient is a registered user of the iTrust Medical Records system (UC2).,0
573,"Diphtheria, Tetanus, Pertussis (90696) six doses: at age 6 weeks, at age 4 months, at age 6 months, at age 15 months, at age 4 years, at age 11 years; catch up schedule: at least 4 weeks between dose 1 and dose 2, at least 4 weeks between dose 2 and dose 3, at least 6 months between doses 3 and 4, at least 6 months between dose 4 and dose 5, at least 5 years between dose 5 and dose 6.",0
574,The catch up schedule is relevant when the patient did not begin the immunizations according to the recommended schedule.,0
575,3.2.12 UC12 Determine operational profile Use Case.,0
576,"If the file is malformed, then no data is added, and an error message explaining the correct file structure is presented.",0
577,"The following use cases have been retired: 7, 14,20, 39,41.",0
578,"Similarly if there are more than the currently listed activities, a link of Older Activities shall be further displayed  and so on.",0
579,The system shall have a privacy policy linked off of the home page.,0
580,"Upon successful authentication, the user will be directed to a personalized home page based on their role.",0
581,"The event is logged (UC 5, S8) and the HCP is returned in the specific office visit record to verify his or her changes.",0
582,The role of a user determines their viewing and editing capabilities (role-based access control).,0
583,"The fields of the  file must include at least the first name, last name, and e-mail address, with additional columns available for the other demographic values.",0
584,The software tester authenticates himself or herself in the iTrust Medical Records system (UC2).,0
585,"For Login Failures, the IP Address of the machine, transaction type = 1, and timestamp are recorded.",0
586,About CPT)  and (2) up to 30 alpha characters giving the name  of the immunization.,0
587,"A prescription list is then displayed , sorted by start date (the later date is ranked earlier).",0
588,"Measles, Mumps, Rubella (90707) two doses: at age 12 months, at age 4 years; catch up schedule: at least 4 weeks between dose 1 and dose 2.",0
589,The administrator will store (1) the National Drug Code (The National Drug Code (NDC) is a universal product identifier used in the United States for drugs intended for human use.,0
590,The patient chosen is not the desired patient.,0
591,3.2.32 UC32 Proactively Confirm Prescription-Renewal Needs Use Case.,0
592,"An email alert is sent out to the iTrust user in the event of a changed password , status change in laboratory procedure , comprehensive report requested and generated.",0
593,ND: The National Drug Code (NDC) is a universal product identifier used in the United States for drugs intended for human use.,0
594,The patient's access of the instructions are logged (UC5).,0
595,"The list of received lab procedures is sorted by priority (from most important to least important), with a secondary sort by timestamp (oldest to newest).",0
596,The privacy policy should follow the template provided here.,0
597,3.2.29 UC29 Find LHCPs with experience with a diagnosis.,0
598,"Unlicensed Authorized Personnel (UAP): A health care worker such as a medical secretary, case manager, care coordinator, or other authorized clerical-type personnel.",0
599,"Pneumococcal (90669) four doses: at age 6 weeks, at age 4 months, at age 6 months, at age 12 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 4 weeks between dose 2 and dose 3 and at least 8 weeks between dose 3 and dose 4 if first dose is administered at younger than 12 months; if first dose is administered between 12 and 14 months, at least 8 weeks between dose 1 and dose 2 and dose three is canceled; if first dose is administered at or after 15 months, only one dose is required.",0
600,"If the file contains more fields than are supported by Data Format 6.11, all fields in Data Format 6.11 will be updated.",0
601,"A patient whose height, weight, or pedometer data type is specified to be under monitoring chooses to report his or her height or weight or pedometer data.",0
602,"An alive patient who has not had an office visit for more than one year and who has been diagnosed with diabetes mellitus (is diagnosed with ICD code beginning with 250), asthma (is diagnosed with ICD code beginning with 493), or circulatory-system disease (is diagnosed with an ICD code between 390 and 459 inclusive).",0
603,The information provided is invalid.,0
604,The event is logged (UC5).,0
605,"To control open connections to the database, all database access should be done through an object that uses the Singleton pattern.",0
606,"However, it is not accessible by other doctors, and is often only viewed through some proprietary software so it can not be shared.",0
607,The hospital ID numbers for a LHCP are stored in the Medical Care Personnel Affiliation database (data format 6.8).,0
608,An HCP is a registered user of the iTrust Medical Records system (UC2).,0
609,The chosen patient is not the desired patient.,0
610,All events are logged (UC5).,0
611,"The appointments in the list shall be ordered by appointment date and start time, the soonest upcoming first.",0
612,[referred to as on site care providers by Department of Health and Human Services Emergency Responder Electronic Health Record Use Case Department of Health and Human Services.,0
613,The status of the lab procedure is marked as in transit.,0
614,These are the standards codes used within iTrust:.,0
615,"MIDs should be considered private, sensitive information.",0
616,"Rotavirus (90681) three doses: at age 6 weeks, at age 4 months, at age 6 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 4 weeks between dose 2 and dose 3.",0
617,Public Health Agent: A person legally authorized view and respond to reports of adverse events.,0
618,The implementation must use the Strategy pattern for epidemic detection and cause-of-death trends and the Singleton pattern for database connections.,0
619,"If there are no expired prescriptions, an empty expired prescription list is presented.",0
620,All fields are populated with the previously enter input so that the HCP can edit their entry.,0
621,All events are logged (UC5) and the HCP remains on the office visit page to verify their changes (UC11).,0
622,Software Tester: An information technology worker who tests the iTrust Medical Records system.,0
623,"* asthma (is diagnosed with ICD code beginning with 493), or.",0
624,Hepatitis A (90633) two doses: at age 12 months; at age 18 months: catch up schedule: at least 6 months between dose 1 and dose 2.,0
625,"Currently, access to a patient's history regarding previous medical problems, previous surgery, medications, allergies and other factors is often difficult or obtainable only from a patient's recollection.",0
626,"Hepatitis B (90371) three doses: at birth, at age 1 month, at age 6 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 8 weeks between dose 2 and dose 3.",0
627,"When the date of an appointment request has passed, it is no longer displayed.",0
628,"Now, as more hospitals and doctor's offices are automated, this information is available electronically.",0
629,"The date for the appointment is in the past, an error message is displayed and the appointment is not edited.",0
630,The expired prescription report list is titled with the patient name.,0
631,The comment is empty and the text 'No Comment' (without link) is displayed instead of the 'Read Comment' link.,0
632,The iTrust Admin has authenticated himself or herself in the iTrust Medical Records system (UC3).,0
633,The implementation shall run on the Windows platform in the Eclipse 3.3 environment.,0
634,"Note: pages retrieved on January 10th, 2013.",0
635,"ICD-9CM: The International Statistical Classification of Diseases and Related Health Problems (most commonly known by the abbreviation ICD) provides codes to classify diseases and a wide variety of signs, symptoms, abnormal findings, complaints, social circumstances and external causes of injury or disease.",0
636,Personal Representative: A person legally authorized to make health care decisions on an individual's behalf or to act for a deceased individual.,0
637,Security and privacy of such a system is of paramount importance.,0
638,"Haemophilus influenzae (90645) three doses: at 6 weeks, at age 4 months, at age 12 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 4 weeks between dose 2 and dose 3 if first dose is administered at younger than 12 months; if first dose is administered between 12 and 14 months, at least 8 weeks between dose 1 and dose 2 and dose three is canceled; if first dose is administered at or after 15 months, only one dose is required.",0
639,"The fields for this use case accept the following information: letters (upper and lower case), numbers, blankspace and carriage return.",0
640,"Login failures, valid authentication, and log outs are also logged .",0
641,The user is presented with a list of his or her messages in the message inbox.,0
642,3.2.4 UC4 Enter or edit Demographics Use Case.,0
643,The answers to the survey are stored.,0
644,3.2.16 UC16 Identify risk of chronic disease Use Case.,0
645,"The first lab procedure in the received list is marked with a status of testing, and all other lab procedures have a status of received.",0
646,A report is a page which opens in a separate window and contains minimal decoration.,0
647,"The list of in transit lab procedures is sorted by timestamp, from oldest to most recent.",0
648,Anything that is a valid field in data format 6.4 should be accepted as a column.,0
649,"Health Care Personnel (HCP): All of designated licensed health care professionals, licensed health care professionals, and unlicensed authorized personnel, as defined below.",0
650,LOINC: Logical Observation Identifiers Names and Codes (LOINC) is a database and universal standard for identifying medical laboratory observations.,0
